,X,Y,Z,formation
101,45.90288129601746,73.71834885254886,-41.26262626262626,Diatreme
102,43.94450436375995,75.64507429252565,-27.12121212121212,Diatreme
103,45.61363532430443,68.88967927202715,-53.38383838383838,Diatreme
104,42.54587468494041,71.88662539120095,-39.24242424242424,Diatreme
105,40.00152382695595,74.85354970471514,-25.1010101010101,Diatreme
106,42.64195320251768,68.73280702148735,-51.36363636363636,Diatreme
107,38.75459967022217,71.0037213672379,-37.22222222222222,Diatreme
108,35.31616478685134,74.1606353984325,-23.080808080808083,Diatreme
109,38.824449217911145,69.10528028221785,-49.343434343434346,Diatreme
110,36.52382440138442,71.73469939951165,-35.2020202020202,Diatreme
111,33.033707769707966,73.68983267569165,-21.060606060606062,Diatreme
112,36.56037180524125,67.97049609453649,-47.323232323232325,Diatreme
113,33.682839437489335,68.38943428387324,-33.18181818181818,Diatreme
114,28.842332186132925,71.0234648287355,-19.04040404040404,Diatreme
115,35.350592507661055,65.73785000375251,-45.3030303030303,Diatreme
116,29.98157197308273,68.09810607472136,-31.161616161616163,Diatreme
117,26.51203571971153,68.92700445061486,-17.02020202020202,Diatreme
118,31.897602673066466,65.29125258402688,-43.282828282828284,Diatreme
119,28.64307542035889,64.2680064598118,-29.141414141414142,Diatreme
120,25.078194079538545,65.9339768649142,-15.0,Diatreme
121,30.218090785599607,62.15230041704868,-41.26262626262626,Diatreme
122,26.01719345153902,61.84037578586596,-27.12121212121212,Diatreme
123,31.451863504916062,59.47852282391259,-53.38383838383838,Diatreme
124,28.382759012342433,59.18565324568235,-39.24242424242424,Diatreme
125,23.835986275836508,60.1045351709922,-25.1010101010101,Diatreme
126,30.751947351444443,56.76382784840432,-51.36363636363636,Diatreme
127,27.53570252163758,57.98353997413264,-37.22222222222222,Diatreme
128,22.03992767942874,55.48746324298006,-23.080808080808083,Diatreme
129,28.450525602159804,55.580065013703454,-49.343434343434346,Diatreme
130,24.52080844741211,53.184877189934525,-35.2020202020202,Diatreme
131,21.191732764058077,53.05516288944683,-21.060606060606062,Diatreme
132,28.897508930781576,51.5838992537467,-47.323232323232325,Diatreme
133,25.057584611391665,51.78662096327746,-33.18181818181818,Diatreme
134,21.18888523405823,48.873174588479564,-19.04040404040404,Diatreme
135,26.753061244849416,49.059701776539654,-45.3030303030303,Diatreme
136,23.317207970173925,47.33404293431899,-31.161616161616163,Diatreme
137,19.966995267998904,45.48065486196493,-17.02020202020202,Diatreme
138,26.421790359180655,46.485524045696806,-43.282828282828284,Diatreme
139,24.584505066823404,44.8488153463657,-29.141414141414142,Diatreme
140,20.325465866296245,42.62068448678961,-15.0,Diatreme
141,26.559128315265507,42.95749734341338,-41.26262626262626,Diatreme
142,24.797433338418575,40.123012244469535,-27.12121212121212,Diatreme
143,30.976437840442706,43.117152916404144,-53.38383838383838,Diatreme
144,27.416144124918645,39.66986634633703,-39.24242424242424,Diatreme
145,25.322188509119943,37.40065501504571,-25.1010101010101,Diatreme
146,30.757103939537295,39.745198871765076,-51.36363636363636,Diatreme
147,28.66555978352054,37.73130494513562,-37.22222222222222,Diatreme
148,26.77367329934121,34.74334241877162,-23.080808080808083,Diatreme
149,33.193744289169864,38.726219002291394,-49.343434343434346,Diatreme
150,30.006882954675184,35.190431940570825,-35.2020202020202,Diatreme
151,29.065265726502112,31.955202462184623,-21.060606060606062,Diatreme
152,34.42902799812146,35.53038260772005,-47.323232323232325,Diatreme
153,32.13826764247431,31.507118814724734,-33.18181818181818,Diatreme
154,21.0,50.0,-15.0,Diatreme
155,26.0,50.0,-15.0,Diatreme
156,31.0,50.0,-15.0,Diatreme
157,36.0,50.0,-15.0,Diatreme
158,41.0,50.0,-15.0,Diatreme
159,46.0,50.0,-15.0,Diatreme
160,51.0,50.0,-15.0,Diatreme
161,56.0,50.0,-15.0,Diatreme
162,61.0,50.0,-15.0,Diatreme
163,66.0,50.0,-15.0,Diatreme
164,71.0,50.0,-15.0,Diatreme
165,76.0,50.0,-15.0,Diatreme
166,50.0,21.0,-15.0,Diatreme
167,50.0,26.0,-15.0,Diatreme
168,50.0,31.0,-15.0,Diatreme
169,50.0,36.0,-15.0,Diatreme
170,50.0,41.0,-15.0,Diatreme
171,50.0,46.0,-15.0,Diatreme
172,50.0,51.0,-15.0,Diatreme
173,50.0,56.0,-15.0,Diatreme
174,50.0,61.0,-15.0,Diatreme
175,50.0,66.0,-15.0,Diatreme
176,50.0,71.0,-15.0,Diatreme
177,50.0,76.0,-15.0,Diatreme
178,31.0,50.0,-55.0,Diatreme
179,36.0,50.0,-55.0,Diatreme
180,41.0,50.0,-55.0,Diatreme
181,46.0,50.0,-55.0,Diatreme
182,51.0,50.0,-55.0,Diatreme
183,56.0,50.0,-55.0,Diatreme
184,61.0,50.0,-55.0,Diatreme
185,66.0,50.0,-55.0,Diatreme
186,50.0,31.0,-55.0,Diatreme
187,50.0,36.0,-55.0,Diatreme
188,50.0,41.0,-55.0,Diatreme
189,50.0,46.0,-55.0,Diatreme
190,50.0,51.0,-55.0,Diatreme
191,50.0,56.0,-55.0,Diatreme
192,50.0,61.0,-55.0,Diatreme
193,50.0,66.0,-55.0,Diatreme
